full_address,latitude,longitude,geocode_source,match_score,match_type,matched_address,geocoded_at
"9626 DEERECO RD, TIMONIUM, MD 21093",39.453916152533,-76.640718851585,census,100,Exact,"9626 DEERECO RD, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"9420 KEYWEST AVE, ROCKVILLE, MD 20850",39.10385129845,-77.192005391092,census,100,Exact,"9420 KEY WEST AVE, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"8455 COLESVILLE RD, SILVER SPRING, MD 20910",38.995162335799,-77.029716526211,census,100,Exact,"8455 COLESVILLE RD, SILVER SPRING, MD, 20910",2026-05-14T21:44:03.798883+00:00
"932 HUNGERFORD DR, ROCKVILLE, MD 20850",39.098100398672,-77.153933654204,census,100,Exact,"932 HUNGERFORD DR, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"9301 ANNAPOLIS RD, LANHAM, MD 20706",38.964279926711,-76.850440849348,census,100,Exact,"9301 ANNAPOLIS RD, LANHAM, MD, 20706",2026-05-14T21:44:03.798883+00:00
"8305 LIBERTY RD, BALTIMORE, MD 21244",39.356526895669,-76.766222359008,census,100,Exact,"8305 LIBERTY RD, BALTIMORE, MD, 21244",2026-05-14T21:44:03.798883+00:00
"9318 JOEY DR, ELLICOTT CITY, MD 21042",39.283134748663,-76.834617613467,census,100,Exact,"9318 JOEY DR, ELLICOTT CITY, MD, 21042",2026-05-14T21:44:03.798883+00:00
"9115 KENDALE RD, POTOMAC, MD 20854",39.003830639851,-77.179561752508,census,100,Exact,"9115 KENDALE RD, POTOMAC, MD, 20854",2026-05-14T21:44:03.798883+00:00
"827 LINDEN AVE, BALTIMORE, MD 21201",39.30025554158,-76.620880416247,census,100,Exact,"827 LINDEN AVE, BALTIMORE, MD, 21201",2026-05-14T21:44:03.798883+00:00
"928 NATIONAL HWY, LAVALE, MD 21502",39.645433782478,-78.821299543145,census,100,Exact,"928 NATIONAL HWY, LAVALE, MD, 21502",2026-05-14T21:44:03.798883+00:00
"9106 PHILADELPHIA RD, BALTIMORE, MD 21237",39.346447621027,-76.473870520482,census,100,Exact,"9106 PHILADELPHIA RD, BALTIMORE, MD, 21237",2026-05-14T21:44:03.798883+00:00
"8225 LONDONDERRY CT, LAUREL, MD 20707",39.096627396273,-76.862910664621,census,100,Exact,"8225 LONDONDERRY CT, LAUREL, MD, 20707",2026-05-14T21:44:03.798883+00:00
"9199 REISTERSTOWN RD, OWINGS MILLS, MD 21117",39.427569,-76.775759,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"9900 WASHINGTON N BLVD, LAUREL, MD 20723",39.114370617284,-76.833587605665,census,50,Non_Exact,"9900 WASHINGTON BLVD N, LAUREL, MD, 20723",2026-05-14T21:44:03.798883+00:00
"9841 GREENBELT RD, Lanham, MD 20706",38.99077425539,-76.834696004291,census,100,Exact,"9841 GREENBELT RD, LANHAM, MD, 20706",2026-05-14T21:44:03.798883+00:00
"110 E PENNSYLVANIA AVE, TOWSON, MD 21286",39.400279815127,-76.60097998525,census,100,Exact,"110 E PENNSYLVANIA AVE, TOWSON, MD, 21286",2026-05-14T21:44:03.798883+00:00
"10210 REISTERSTOWN RD, OWINGS MILLS, MD 21117",39.415371301013,-76.774558230851,census,100,Exact,"10210 REISTERSTOWN RD, OWINGS MILLS, MD, 21117",2026-05-14T21:44:03.798883+00:00
"106 CEMETERY RD, ACCIDENT, MD 21520",39.630993746365,-79.31713259325,census,100,Exact,"106 CEMETERY RD, ACCIDENT, MD, 21520",2026-05-14T21:44:03.798883+00:00
"1010 FLOYD AVE, WALDORF, MD 20602",38.606220534378,-76.918490990163,census,100,Exact,"1010 FLOYD AVE, WALDORF, MD, 20602",2026-05-14T21:44:03.798883+00:00
"101 CHESAPEAKE BLVD, ELKTON, MD 21921",39.604432059597,-75.786906759137,census,100,Exact,"101 CHESAPEAKE BLVD, ELKTON, MD, 21921",2026-05-14T21:44:03.798883+00:00
"10006 JUNIPER DR, BOWIE, MD 20721",38.914236781952,-76.83433099933,census,100,Exact,"10006 JUNIPER DR, BOWIE, MD, 20721",2026-05-14T21:44:03.798883+00:00
"1033 E MAIN ST, SALISBURY, MD 21804",38.370942384837,-75.579064462888,census,100,Exact,"1033 E MAIN ST, SALISBURY, MD, 21804",2026-05-14T21:44:03.798883+00:00
"10313 GEORGIA AVE, SILVER SPRING, MD 20902",39.023855840592,-77.045490021958,census,100,Exact,"10313 GEORGIA AVE, SILVER SPRING, MD, 20902",2026-05-14T21:44:03.798883+00:00
"100 W MAIN ST, SALISBURY, MD 21801",38.3653860156,-75.600667821894,census,100,Exact,"100 W MAIN ST, SALISBURY, MD, 21801",2026-05-14T21:44:03.798883+00:00
"1025 MEMORIAL DR, OAKLAND, MD 21550",39.415686540984,-79.392229672361,census,100,Exact,"1025 MEMORIAL DR, OAKLAND, MD, 21550",2026-05-14T21:44:03.798883+00:00
"10 SAINT PATRICKS DR, WALDORF, MD 20603",38.618332208085,-76.919435221496,census,100,Exact,"10 SAINT PATRICKS DR, WALDORF, MD, 20603",2026-05-14T21:44:03.798883+00:00
"10231 OLD OCEAN CITY BLVD, BERLIN, MD 21811",38.336445896499,-75.209293615031,census,100,Exact,"10231 OLD OCEAN CITY BLVD, BERLIN, MD, 21811",2026-05-14T21:44:03.798883+00:00
"PO BOX, BALTIMORE, MD 21297",,,failed,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1015 S MAIN ST, BEL AIR, MD 21014",39.524975775274,-76.33860015155,census,100,Exact,"1015 S MAIN ST, BEL AIR, MD, 21014",2026-05-14T21:44:03.798883+00:00
"10230 NEW HAMPSHIRE AVE, SILVER SPRING, MD 20903",39.022885657355,-76.978184603046,census,100,Exact,"10230 NEW HAMPSHIRE AVE, SILVER SPRING, MD, 20903",2026-05-14T21:44:03.798883+00:00
"9733 HEALTHWAY DR, BERLIN, MD 21811",38.337281484616,-75.21008179251,census,100,Exact,"9733 HEALTHWAY DR, BERLIN, MD, 21811",2026-05-14T21:44:03.798883+00:00
"1010 PARK AVE, BALTIMORE, MD 21201",39.303823933623,-76.619601947861,census,100,Exact,"1010 PARK AVE, BALTIMORE, MD, 21201",2026-05-14T21:44:03.798883+00:00
"10110 MOLECULAR DR, ROCKVILLE, MD 20850",39.092267435494,-77.209517627949,census,50,Non_Exact,"10110 MOLECULAR, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"952 WASHINGTON AVE, CHESTERTOWN, MD 21620",39.236323889178,-76.068969042099,census,100,Exact,"952 WASHINGTON AVE, CHESTERTOWN, MD, 21620",2026-05-14T21:44:03.798883+00:00
"101 MILL LN, NORTH EAST, MD 21901",39.599372680413,-75.943614253088,census,100,Exact,"101 MILL LN, NORTH EAST, MD, 21901",2026-05-14T21:44:03.798883+00:00
"10085 RED RUN BLVD, OWINGS MILLS, MD 21117",39.400749718095,-76.781762131742,census,100,Exact,"10085 RED RUN BLVD, OWINGS MILLS, MD, 21117",2026-05-14T21:44:03.798883+00:00
"9515 DEERECO RD, TIMONIUM, MD 21093",39.453424952981,-76.640053714969,census,100,Exact,"9515 DEERECO RD, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"101 LAKEFOREST BLVD, GAITHERSBURG, MD 20877",39.150133571565,-77.208859203586,census,100,Exact,"101 LAKEFOREST BLVD, GAITHERSBURG, MD, 20877",2026-05-14T21:44:03.798883+00:00
"1 RESERVOIR CIR, PIKESVILLE, MD 21208",39.388856803109,-76.733177575342,census,100,Exact,"1 RESERVOIR CIR, PIKESVILLE, MD, 21208",2026-05-14T21:44:03.798883+00:00
"9420 KEY W AVE, ROCKVILLE, MD 20850",39.10385129845,-77.192005391092,census,100,Exact,"9420 KEY WEST AVE, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"1003 W 7TH ST, FREDERICK, MD 21701",39.426722463408,-77.417686892593,census,100,Exact,"1003 W 7TH ST, FREDERICK, MD, 21701",2026-05-14T21:44:03.798883+00:00
"10400 LITTLE PATUXENT PKWY, COLUMBIA, MD 21044",39.212760638971,-76.857850974363,census,100,Exact,"10400 LITTLE PATUXENT PKWY, COLUMBIA, MD, 21044",2026-05-14T21:44:03.798883+00:00
"12931 OAK HILL AVE, HAGERSTOWN, MD 21742",39.678219,-77.65272,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"13204 FOUNTAIN HEAD PLZ, HAGERSTOWN, MD 21742",39.675936630541,-77.720669639132,census,100,Exact,"13204 FOUNTAIN HEAD PLZ, HAGERSTOWN, MD, 21742",2026-05-14T21:44:03.798883+00:00
"12201 HANSON FARM DR, NORTH POTOMAC, MD 20878",39.112637,-77.250436,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1300 LEXINGTON AVE, CUMBERLAND, MD 21502",39.62766479191,-78.770889280457,census,100,Exact,"1300 LEXINGTON AVE, CUMBERLAND, MD, 21502",2026-05-14T21:44:03.798883+00:00
"1207 N E ST, FREDERICK, MD 21701",39.443584,-77.332891,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"126 PHILOSOPHERS TER, CHESTERTOWN, MD 21620",39.212781867822,-76.064403013279,census,100,Exact,"126 PHILOSOPHERS TER, CHESTERTOWN, MD, 21620",2026-05-14T21:44:03.798883+00:00
"12420 MILESTONE CTR DR, GERMANTOWN, MD 20876",39.201856331979,-77.260790525659,census,100,Exact,"12420 MILESTONE CENTER DR, GERMANTOWN, MD, 20876",2026-05-14T21:44:03.798883+00:00
"12201 PLUM ORCHARD DR, SILVER SPRING, MD 20904",39.052630067069,-76.95323459026,census,100,Exact,"12201 PLUM ORCHARD DR, SILVER SPRING, MD, 20904",2026-05-14T21:44:03.798883+00:00
"1190 MOUNT AETNA RD, HAGERSTOWN, MD 21740",39.624059280756,-77.69582575151,census,100,Exact,"1190 MOUNT AETNA RD, HAGERSTOWN, MD, 21740",2026-05-14T21:44:03.798883+00:00
"11785 BELTSVILLE DR, CALVERTON, MD 20705",39.052511964594,-76.935603591734,census,100,Exact,"11785 BELTSVILLE DR, CALVERTON, MD, 20705",2026-05-14T21:44:03.798883+00:00
"11701 ROBY AVE, BELTSVILLE, MD 20705",39.048255303688,-76.917704903854,census,100,Exact,"11701 ROBY AVE, BELTSVILLE, MD, 20705",2026-05-14T21:44:03.798883+00:00
"1211 LIBERTY RD, ELDERSBURG, MD 21784",39.441271197171,-77.040100538148,census,50,Non_Exact,"1211 W LIBERTY RD, ELDERSBURG, MD, 21784",2026-05-14T21:44:03.798883+00:00
"11270 PEPPER RD, HUNT VALLEY, MD 21031",39.491698942924,-76.654759575924,census,100,Exact,"11270 PEPPER RD, HUNT VALLEY, MD, 21031",2026-05-14T21:44:03.798883+00:00
"120 S HAYS ST, BEL AIR, MD 21014",39.533204201278,-76.350080155144,census,100,Exact,"120 S HAYS ST, BEL AIR, MD, 21014",2026-05-14T21:44:03.798883+00:00
"11120 NEW HAMPSHIRE AVE, SILVER SPRING, MD 20904",39.038091925731,-76.990053617829,census,100,Exact,"11120 NEW HAMPSHIRE AVE, SILVER SPRING, MD, 20904",2026-05-14T21:44:03.798883+00:00
"11886 HEALING WAY, SILVER SPRING, MD 20904",39.070379,-76.977379,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1111 N CHARLES ST, BALTIMORE, MD 21201",39.302562963327,-76.615915538794,census,100,Exact,"1111 N CHARLES ST, BALTIMORE, MD, 21201",2026-05-14T21:44:03.798883+00:00
"1138 OPAL CT, HAGERSTOWN, MD 21740",39.635580872168,-77.694671526013,census,100,Exact,"1138 OPAL CT, HAGERSTOWN, MD, 21740",2026-05-14T21:44:03.798883+00:00
"111 W HIGH ST, ELKTON, MD 21921",39.608975829054,-75.832766620406,census,100,Exact,"111 W HIGH ST, ELKTON, MD, 21921",2026-05-14T21:44:03.798883+00:00
"1117 E W HWY, SILVER SPRING, MD 20910",39.00286,-77.036646,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"11042 NICHOLAS LN, BERLIN, MD 21811",38.374587584607,-75.161611157616,census,100,Exact,"11042 NICHOLAS LN, BERLIN, MD, 21811",2026-05-14T21:44:03.798883+00:00
"11 BYTE CT, FREDERICK, MD 21702",39.457637892451,-77.409363400864,census,50,Non_Exact,"11 BYTE DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"1835 UNIVERSITY BLVD E, HYATTSVILLE, MD 20783",38.984029524556,-76.97984044205,census,50,Non_Exact,"1835 UNIVERSITY BLVD, HYATTSVILLE, MD, 20783",2026-05-14T21:44:03.798883+00:00
"1644 ANNAPOLIS RD, ODENTON, MD 21113",39.106483827175,-76.722833166467,census,100,Exact,"1644 ANNAPOLIS RD, ODENTON, MD, 21113",2026-05-14T21:44:03.798883+00:00
"17 WARREN RD, PIKESVILLE, MD 21208",39.367846580343,-76.715911459785,census,100,Exact,"17 WARREN RD, PIKESVILLE, MD, 21208",2026-05-14T21:44:03.798883+00:00
"1630 WOODBROOKE DR, SALISBURY, MD 21804",38.36248327588,-75.551434993934,census,100,Exact,"1630 WOODBROOKE DR, SALISBURY, MD, 21804",2026-05-14T21:44:03.798883+00:00
"1684 VILLAGE GRN, CROFTON, MD 21114",39.007046058179,-76.696837717939,census,100,Exact,"1684 VILLAGE GREEN, CROFTON, MD, 21114",2026-05-14T21:44:03.798883+00:00
"145 W OSTEND ST, BALTIMORE, MD 21230",39.274629261266,-76.617275557731,census,100,Exact,"145 W OSTEND ST, BALTIMORE, MD, 21230",2026-05-14T21:44:03.798883+00:00
"16605 KENDLE RD, WILLIAMSPORT, MD 21795",39.582551471828,-77.792887188525,census,100,Exact,"16605 KENDLE RD, WILLIAMSPORT, MD, 21795",2026-05-14T21:44:03.798883+00:00
"14421 BALTIMORE AVE, LAUREL, MD 20707",39.088433824597,-76.85949346161,census,100,Exact,"14421 BALTIMORE AVE, LAUREL, MD, 20707",2026-05-14T21:44:03.798883+00:00
"14205 PARK CTR DR, LAUREL, MD 20707",39.08440800702,-76.878527309965,census,100,Exact,"14205 PARK CENTER DR, LAUREL, MD, 20707",2026-05-14T21:44:03.798883+00:00
"14201 LAUREL PARK DR, LAUREL, MD 20707",39.084562387423,-76.878625400884,census,100,Exact,"14201 LAUREL PARK DR, LAUREL, MD, 20707",2026-05-14T21:44:03.798883+00:00
"155 LOG CANOE CIR, STEVENSVILLE, MD 21666",38.988162536904,-76.313849924859,census,100,Exact,"155 LOG CANOE CIR, STEVENSVILLE, MD, 21666",2026-05-14T21:44:03.798883+00:00
"14350 SOLOMONS ISLAND RD S, SOLOMONS, MD 20688",38.326135271734,-76.462022673961,census,100,Exact,"14350 SOLOMONS ISLAND RD S, SOLOMONS, MD, 20688",2026-05-14T21:44:03.798883+00:00
"14310 OLD MARLBORO PIKE, UPPER MARLBORO, MD 20772",38.818512295616,-76.757988972699,census,100,Exact,"14310 OLD MARLBORO PIKE, UPPER MARLBORO, MD, 20772",2026-05-14T21:44:03.798883+00:00
"1406 CRAIN S HWY 106, GLEN BURNIE, MD 21061",39.149597626323,-76.632077280773,census,50,Non_Exact,"1406 CRAIN HWY S, GLEN BURNIE, MD, 21061",2026-05-14T21:44:03.798883+00:00
"13314 SUNNY BROOKE PL, POTOMAC, MD 20854",39.073926683419,-77.215524186352,census,100,Exact,"13314 SUNNY BROOKE PL, POTOMAC, MD, 20854",2026-05-14T21:44:03.798883+00:00
"13823 OUTLET DR, SILVER SPRING, MD 20904",39.082299960605,-76.946974009339,census,100,Exact,"13823 OUTLET DR, SILVER SPRING, MD, 20904",2026-05-14T21:44:03.798883+00:00
"133 ROLLINS AVE, ROCKVILLE, MD 20852",39.058803248437,-77.123177597366,census,100,Exact,"133 ROLLINS AVE, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"13671 GEORGIA AVE, ASPEN HILL, MD 20906",39.079353027222,-77.073047363914,census,100,Exact,"13671 GEORGIA AVE, ASPEN HILL, MD, 20906",2026-05-14T21:44:03.798883+00:00
"133 DEFENSE HWY, ANNAPOLIS, MD 21401",38.985387908608,-76.552638727348,census,100,Exact,"133 DEFENSE HWY, ANNAPOLIS, MD, 21401",2026-05-14T21:44:03.798883+00:00
"13321 NEW HAMPSHIRE AVE, SILVER SPRING, MD 20904",39.073700952927,-77.00240426455,census,100,Exact,"13321 NEW HAMPSHIRE AVE, SILVER SPRING, MD, 20904",2026-05-14T21:44:03.798883+00:00
"130 HOSPITAL RD, PRINCE FREDERICK, MD 20678",38.560419116892,-76.597993020487,census,100,Exact,"130 HOSPITAL RD, PRINCE FREDERICK, MD, 20678",2026-05-14T21:44:03.798883+00:00
"1332 LONDONTOWN BLVD, ELDERSBURG, MD 21784",39.407384695384,-76.946983667049,census,100,Exact,"1332 LONDONTOWN BLVD, ELDERSBURG, MD, 21784",2026-05-14T21:44:03.798883+00:00
"22 W PADONIA RD, LUTHERVILLE TIMONIUM, MD 21093",39.456102922592,-76.633510963325,census,100,Exact,"22 W PADONIA RD, LUTHERVILLE TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"2051 W ST, ANNAPOLIS, MD 21401",38.987941,-76.552716,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"218 E RIDGELY RD, LUTHERVILLE, MD 21093",39.432375391333,-76.608911646191,census,100,Exact,"218 E RIDGELY RD, LUTHERVILLE, MD, 21093",2026-05-14T21:44:03.798883+00:00
"20311 LAPPANS RD, BOONSBORO, MD 21713",39.519969677737,-77.661336817565,census,100,Exact,"20311 LAPPANS RD, BOONSBORO, MD, 21713",2026-05-14T21:44:03.798883+00:00
"215 BLOOMINGDALE AVE, FEDERALSBURG, MD 21632",38.698480506337,-75.780279603788,census,100,Exact,"215 BLOOMINGDALE AVE, FEDERALSBURG, MD, 21632",2026-05-14T21:44:03.798883+00:00
"196 THOMAS JOHNSON DR, FREDERICK, MD 21702",39.439811537546,-77.409926670058,census,100,Exact,"196 THOMAS JOHNSON DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"2101 CONCORD BOULEVARD, CRAFTON, MD 21114",39.009687,-76.68386,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"18332 WOLFPACK WAY, HAGERSTOWN, MD 21740",39.669610228651,-77.740101201153,census,100,Exact,"18332 WOLFPACK WAY, HAGERSTOWN, MD, 21740",2026-05-14T21:44:03.798883+00:00
"2101 CONCORD BLVD, CROFTON, MD 21114",39.009687,-76.68386,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"18111 PRINCE PHILIP DR, OLNEY, MD 20832",39.153720236386,-77.056701880146,census,100,Exact,"18111 PRINCE PHILIP DR, OLNEY, MD, 20832",2026-05-14T21:44:03.798883+00:00
"180 THOMAS JOHNSON DR, FREDERICK, MD 21702",39.439857640924,-77.407286145249,census,100,Exact,"180 THOMAS JOHNSON DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"17736 STONERIDGE DR, NORTH POTOMAC, MD 20878",39.148067246648,-77.2414177701,census,100,Exact,"17736 STONERIDGE DR, NORTH POTOMAC, MD, 20878",2026-05-14T21:44:03.798883+00:00
"203 PERRY PKWY, GAITHERSBURG, MD 20877",39.140675013614,-77.209430978668,census,100,Exact,"203 PERRY PKWY, GAITHERSBURG, MD, 20877",2026-05-14T21:44:03.798883+00:00
"2002 MEDICAL PKWY, ANNAPOLIS, MD 21401",38.989048133783,-76.533347280826,census,100,Exact,"2002 MEDICAL PKWY, ANNAPOLIS, MD, 21401",2026-05-14T21:44:03.798883+00:00
"200 N PHILADELPHIA BLVD, ABERDEEN, MD 21001",39.512548939504,-76.161826984316,census,100,Exact,"200 N PHILADELPHIA BLVD, ABERDEEN, MD, 21001",2026-05-14T21:44:03.798883+00:00
"1715 GWYNN OAK AVE, GWYNN OAK, MD 21207",39.313586311474,-76.729521842887,census,100,Exact,"1715 GWYNN OAK AVE, GWYNN OAK, MD, 21207",2026-05-14T21:44:03.798883+00:00
"2 HULLIHEN DR, ELKTON, MD 21921",39.703053787922,-75.796600077803,census,100,Exact,"2 HULLIHEN DR, ELKTON, MD, 21921",2026-05-14T21:44:03.798883+00:00
"1701 TWIN SPRINGS RD, HALETHORPE, MD 21227",39.256241064975,-76.671946277449,census,100,Exact,"1701 TWIN SPRINGS RD, HALETHORPE, MD, 21227",2026-05-14T21:44:03.798883+00:00
"198 THOMAS JOHNSON DR, FREDERICK, MD 21702",39.439778566624,-77.410260042813,census,100,Exact,"198 THOMAS JOHNSON DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"1701 HOWELL RD, HAGERSTOWN, MD 21740",39.620063831785,-77.697991286319,census,100,Exact,"1701 HOWELL RD, HAGERSTOWN, MD, 21740",2026-05-14T21:44:03.798883+00:00
"18714 N VILLAGE, HAGERSTOWN, MD 21742",39.678219,-77.65272,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"17001 SCIENCE DR, BOWIE, MD 20715",38.962881237898,-76.711149336475,census,100,Exact,"17001 SCIENCE DR, BOWIE, MD, 20715",2026-05-14T21:44:03.798883+00:00
"323 PACA ST, CUMBERLAND, MD 21502",39.649298527451,-78.771394070266,census,100,Exact,"323 PACA ST, CUMBERLAND, MD, 21502",2026-05-14T21:44:03.798883+00:00
"3202 TOWER OAKS BLVD, ROCKVILLE, MD 20852",39.062498123353,-77.155325511273,census,100,Exact,"3202 TOWER OAKS BLVD, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"3201 ROGERS AVE, ELLICOTT CITY, MD 21043",39.282682435285,-76.810208644112,census,100,Exact,"3201 ROGERS AVE, ELLICOTT CITY, MD, 21043",2026-05-14T21:44:03.798883+00:00
"30434 MOUNT VERNON RD, PRINCESS ANNE, MD 21853",38.214021606162,-75.696671891806,census,100,Exact,"30434 MOUNT VERNON RD, PRINCESS ANNE, MD, 21853",2026-05-14T21:44:03.798883+00:00
"300 W 9TH ST, FREDERICK, MD 21701",39.425903612829,-77.410494537409,census,100,Exact,"300 W 9TH ST, FREDERICK, MD, 21701",2026-05-14T21:44:03.798883+00:00
"273 PENINSULA FARM RD, ARNOLD, MD 21012",39.056033316405,-76.516435779279,census,100,Exact,"273 PENINSULA FARM RD, ARNOLD, MD, 21012",2026-05-14T21:44:03.798883+00:00
"251 N 4TH ST, OAKLAND, MD 21550",39.413745135119,-79.402287438893,census,100,Exact,"251 N 4TH ST, OAKLAND, MD, 21550",2026-05-14T21:44:03.798883+00:00
"250 W PRATT ST, BALTIMORE, MD 21201",39.286407863667,-76.618393241628,census,100,Exact,"250 W PRATT ST, BALTIMORE, MD, 21201",2026-05-14T21:44:03.798883+00:00
"2401 E BELVEDERE AVE, BALTIMORE, MD 21215",39.354859003476,-76.662197488129,census,50,Non_Exact,"2401 W BELVEDERE AVE, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"2191 DEFENSE HWY, CROFTON, MD 21114",38.991925373265,-76.699019419726,census,100,Exact,"2191 DEFENSE HWY, CROFTON, MD, 21114",2026-05-14T21:44:03.798883+00:00
"2300 YORK RD, TIMONIUM, MD 21093",39.4485956505,-76.629893275226,census,100,Exact,"2300 YORK RD, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"219 S WASHINGTON ST, EASTON, MD 21601",38.77007407558,-76.075924054205,census,100,Exact,"219 S WASHINGTON ST, EASTON, MD, 21601",2026-05-14T21:44:03.798883+00:00
"2205 YORK RD, TIMONIUM, MD 21093",39.445865237174,-76.628540602234,census,100,Exact,"2205 YORK RD, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"212 W MAIN ST, SALISBURY, MD 21801",38.365287734264,-75.601745736902,census,100,Exact,"212 W MAIN ST, SALISBURY, MD, 21801",2026-05-14T21:44:03.798883+00:00
"4224 ALTAMONT PL, WHITE PLAINS, MD 20695",38.587767,-76.9788,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"4140 CRAIN HWY, WALDORF, MD 20603",38.60162180833,-76.935507793078,census,100,Exact,"4140 CRAIN HWY, WALDORF, MD, 20603",2026-05-14T21:44:03.798883+00:00
"401 PURDY ST, EASTON, MD 21601",38.763976460395,-76.062810841525,census,100,Exact,"401 PURDY ST, EASTON, MD, 21601",2026-05-14T21:44:03.798883+00:00
"401 E JEFFERSON ST, ROCKVILLE, MD 20850",39.081822390686,-77.149198239905,census,100,Exact,"401 E JEFFERSON ST, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"4000 RIVER CRESCENT DR, ANNAPOLIS, MD 21401",38.987941,-76.552716,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"4000 GARDEN CITY DR, HYATTSVILLE, MD 20785",38.945685815257,-76.872060447437,census,100,Exact,"4000 GARDEN CITY DR, HYATTSVILLE, MD, 20785",2026-05-14T21:44:03.798883+00:00
"4 C N AVE, BEL AIR, MD 21014",39.53584,-76.35161,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"3708 MOUNTAIN RD, PASADENA, MD 21122",39.12371316305,-76.524549438411,census,100,Exact,"3708 MOUNTAIN RD, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"3608 MILFORD MILL RD, WINDSOR MILL, MD 21244",39.355412313399,-76.75750180325,census,100,Exact,"3608 MILFORD MILL RD, WINDSOR MILL, MD, 21244",2026-05-14T21:44:03.798883+00:00
"3553 SEAPINES CIR, RANDALLSTOWN, MD 21133",39.369352720743,-76.818332232483,census,100,Exact,"3553 SEAPINES CIR, RANDALLSTOWN, MD, 21133",2026-05-14T21:44:03.798883+00:00
"3500 BOSTON ST, BALTIMORE, MD 21224",39.277212429684,-76.56430800835,census,100,Exact,"3500 BOSTON ST, BALTIMORE, MD, 21224",2026-05-14T21:44:03.798883+00:00
"54 SCOTT ADAM RD, COCKEYSVILLE, MD 21030",39.471745380244,-76.637593384181,census,100,Exact,"54 SCOTT ADAM RD, COCKEYSVILLE, MD, 21030",2026-05-14T21:44:03.798883+00:00
"5305 KENILWORTH AVE, RIVERDALE, MD 20737",38.95403242095,-76.923314738271,census,100,Exact,"5305 KENILWORTH AVE, RIVERDALE, MD, 20737",2026-05-14T21:44:03.798883+00:00
"5305 JEFFERSON PIKE, FREDERICK, MD 21703",39.367031,-77.473482,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"518 S CAMP MEADE RD, LINTHICUM, MD 21090",39.200688687857,-76.655382183328,census,100,Exact,"518 S CAMP MEADE RD, LINTHICUM, MD, 21090",2026-05-14T21:44:03.798883+00:00
"5051 GREENSPRING AVE, BALTIMORE, MD 21209",39.354086405939,-76.66007464617,census,100,Exact,"5051 GREENSPRING AVE, BALTIMORE, MD, 21209",2026-05-14T21:44:03.798883+00:00
"500 UPPER CHESAPEAKE DR, BEL AIR, MD 21014",39.519516598446,-76.348324177615,census,100,Exact,"500 UPPER CHESAPEAKE DR, BEL AIR, MD, 21014",2026-05-14T21:44:03.798883+00:00
"479 N POTOMAC ST, HAGERSTOWN, MD 21740",39.648850478071,-77.714920480165,census,100,Exact,"479 N POTOMAC ST, HAGERSTOWN, MD, 21740",2026-05-14T21:44:03.798883+00:00
"4520 E W HWY, BETHESDA, MD 20814",39.004839,-77.103004,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"451 HUNGERFORD DR, ROCKVILLE, MD 20850",39.088875365001,-77.151096231568,census,100,Exact,"451 HUNGERFORD DR, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
